ResponseId,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
Response ID,Brooke Kopel - Campus United,"Justice ""For All"" Dumlao - Isla Vista Party",Anthony Pimentel - Campus United,Steven Ho - Isla Vista Party,Jeike Meijer - Isla Vista Party,Sophia Dycaico - Campus United,Madeline Loudon - Campus United,Mayela Morales - Isla Vista Party,"Grecia ""grec"" Martinez - Independent",Rose Ettleson - Independent,Alex Funk - Campus United,"Allison ""Alli"" Adam - Campus United",Emily Quach - Campus United,Gabriella Shofet - Campus United,"Joshua ""Josh"" Takeuchi - Campus United","Ricardo ""Ricky"" Uribe - Isla Vista Party","Xochitl ""Xo"" Briseno - Isla Vista Party",Adam Chohan - Campus United,"Alexander ""Alex"" Young - Campus United","Alexis ""Lexi"" Bettencourt - Campus United","Amy ""Amy"" Zhou - Campus United",Andrew Nguyen - Campus United,Ashley Ng - Isla Vista Party,Carla Cernat - Campus United,Christian Ornelas - Isla Vista Party,Dallin Mello - Isla Vista Party,"Diego ""D"" Cobos - Isla Vista Party","Gabriel ""Gabe"" Etaat - Isla Vista Party","Jalia ""Jolly"" Carlton-Carew - Isla Vista Party",Jasmine Palmerin - Isla Vista Party,"Mordi ""Mordi"" Shadpour - Campus United",Nicole Estess - Campus United,"Rafael ""Rafa"" Cornejo - Isla Vista Party",Ryan Clark - Isla Vista Party,"Salvador ""Sal"" Hernandez Arellano - Isla Vista Party",Sarah Eizner - Campus United,Sydney Karmes-Wainer - Campus United,Yara Khamis - Campus United,Zachary Zeising - Campus United,Diego Reyes - Isla Vista Party,Eric Moon - Campus United,"Joel ""Joey"" Medina - Isla Vista Party",Lea Toubian - Campus United,Melissa Perez - Isla Vista Party,Sam Melamed - Campus United,Yasamin Salari - Isla Vista Party,Yash Nagpal - Campus United,Zion Solomon - Isla Vista Party,Anthony Hernandez - Campus United,Vanessa Maldonado - Isla Vista Party,Juan Ornelas - Isla Vista Party,Nima Bencohen - Campus United
R_00000000007146,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000007147,1,2,1,2,2,1,1,2,1,2,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,5,,2,4,,,,,
R_00000000007148,1,2,1,2,2,1,1,2,2,1,,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,1,,4,,,,,
R_00000000007149,2,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007150,1,,1,,,1,1,,,1,,1,3,4,2,,,10,6,7,11,3,,1,,,,,,,5,,,,,9,8,2,4,,,,,,,,,,,,,
R_00000000007151,2,1,2,1,1,2,2,1,1,2,,,1,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,,1,,2,,,,
R_00000000007152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007153,2,1,1,2,,,2,1,1,2,,3,,,4,2,1,,9,12,,10,6,,11,,2,7,,1,,,3,8,4,,5,,,,,,,,,,,,,,,
R_00000000007154,2,1,2,1,1,2,2,1,1,2,,3,,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,5,,1,,2,,4,,3,,,,
R_00000000007155,2,1,1,2,1,2,1,2,1,2,,3,1,2,4,,,5,9,1,7,10,,2,,,,,,,8,11,,,,6,12,4,3,,,,,,,,,,,,,
R_00000000007156,1,2,2,1,2,1,2,1,1,2,,,3,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000007157,2,1,2,1,1,2,2,1,1,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
R_00000000007158,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000007159,2,1,2,1,1,2,2,1,1,2,,4,3,,,1,2,,,,,,1,,5,8,4,3,7,2,,,9,6,10,12,11,,,,,,,,,,,,,,,
R_00000000007160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007161,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000007162,2,1,2,1,1,2,2,1,2,1,,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,2,,,,
R_00000000007163,2,1,2,1,1,2,2,1,2,1,,4,3,,,2,1,,11,,,,10,,9,3,2,7,1,4,12,,8,6,5,,,,,,,,,,,,,,,,,
R_00000000007164,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,6,,10,2,4,3,9,7,,,5,8,1,,,,,,,,,,,,,,,,,
R_00000000007165,1,2,1,2,2,1,1,2,,,,1,3,2,4,,,4,8,7,1,5,,6,,,,,,,2,12,,,,3,10,9,11,,,,,,,,,,,,,
R_00000000007166,1,2,1,2,1,2,1,2,2,1,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,3,5,1,,,,,
R_00000000007167,,1,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007168,1,2,1,2,2,1,1,2,1,2,,1,3,4,2,,,2,6,10,5,4,,7,,,,,,,1,12,,,,3,8,11,9,,,,,,,,,,,,,
R_00000000007169,1,,1,,,1,1,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007170,2,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007171,2,1,2,1,,,,,,,,1,2,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007173,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007174,1,2,2,1,1,2,1,2,1,2,,,,4,3,1,2,,,,,4,,,,,3,,,,2,,,,,,,1,,,,,,,,,,,,,,
R_00000000007175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007176,1,2,2,1,1,2,2,1,2,1,,3,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000007177,1,,1,,,1,1,,1,,,1,,,2,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007178,,,1,,1,,,1,1,,,2,3,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007179,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007180,2,1,,1,1,,1,,1,,,4,3,,,2,1,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000007181,1,2,1,2,2,1,2,1,1,2,,,3,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000007182,2,1,2,1,1,2,2,1,2,1,,4,3,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000007183,2,1,2,1,1,2,2,1,2,1,,,3,4,,2,1,,,,,,2,,8,4,,9,1,6,,,5,7,3,,,,,,,,,,,,,,,,1,2
R_00000000007184,1,2,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007185,2,1,2,1,1,2,2,1,,,,,,,,,,,,,,4,,2,,,,,1,3,,,,5,,,,,,,,,,,,,,,,,,
R_00000000007186,1,2,2,1,2,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000007187,1,2,1,2,1,2,2,1,1,2,,4,,3,1,,2,,,4,,,,,1,,,,,,,,,,2,,3,,,,,,,,,,,,,,,
R_00000000007188,2,1,2,1,1,2,2,1,2,1,,3,4,,,1,2,,10,9,,11,4,,8,6,1,5,2,,,,7,3,,,,,12,,,,,,,,,,,,1,2
R_00000000007189,2,1,2,1,1,2,2,1,1,2,,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,4,,1,,,,
R_00000000007190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007191,1,2,2,1,1,2,2,1,1,2,,,4,,3,1,2,12,,7,2,,11,3,,,1,,,,8,6,9,,10,5,,,4,,,,,,,,,,,,,
R_00000000007192,,1,,1,1,,,1,,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000007193,1,2,2,1,1,2,2,1,1,2,,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,1,4,2,,,,
R_00000000007194,1,2,1,2,2,1,1,2,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,2,1,,,,,,,,,,,,,,,
R_00000000007195,1,2,1,2,2,1,1,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007196,2,1,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007197,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000007198,2,1,2,1,1,2,2,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,5,,3,,2,,1,,,,
R_00000000007199,1,2,1,2,,,2,1,1,2,,,2,,3,1,4,,,,,,,,4,,,,,3,,,1,,2,,,,,,,,,,,,,,,,,
R_00000000007200,1,2,2,1,2,1,2,1,1,2,,,3,2,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000007201,2,1,2,1,1,2,2,1,1,2,,,4,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,5,,2,,4,,1,,,,
R_00000000007202,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,9,,3,6,1,,4,2,,,7,8,5,,,,,,,,,,,,,,,,,
R_00000000007203,1,2,,,2,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
R_00000000007204,1,,1,,,1,1,,,1,,3,2,1,4,,,,,2,,4,,,,,,,,,1,3,,,,5,,,,,,,,,,,,,,,,1
R_00000000007205,1,2,2,1,1,2,1,2,2,1,1,,,,,,,2,,,,,,,3,,,,,,1,,,,,,4,,5,,,,,,,,,,,,,
R_00000000007206,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,4,1,5,,2,,,3,,,,,,,,,,,,,,,,,,,
R_00000000007207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007208,2,1,1,2,1,2,1,2,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000007209,1,2,1,2,2,1,1,2,2,1,,2,4,,1,3,,,,9,4,8,,,,10,,12,6,,5,7,,,3,11,2,1,,,,,,,,,,,,,,
R_00000000007210,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,,5,,2,,,,
R_00000000007211,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,5,,4,,,,
R_00000000007212,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007213,1,2,1,2,1,2,2,1,2,1,,4,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,4,1,,,,,
R_00000000007214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007215,2,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007216,1,2,1,2,2,1,1,2,2,1,,3,4,2,1,,,5,6,1,,4,,,,,,,,,,7,,,,2,,3,8,,,,,,,,,,,,,
R_00000000007217,1,2,1,2,2,1,1,2,2,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,1,4,2,,,,,,,
R_00000000007218,2,1,2,1,1,2,2,1,1,2,,3,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000007219,2,1,2,1,1,2,2,1,1,2,,4,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,5,,3,,4,,2,,1,,,,
R_00000000007220,2,1,1,2,1,2,1,2,1,2,1,,,,,,,11,,,,,3,,1,9,7,5,6,8,,,10,2,4,,,12,,,,,,,,,,,,,,
R_00000000007221,2,1,2,1,1,2,2,1,1,2,,,3,4,,2,1,,,,,,3,11,1,7,8,4,2,6,,,5,9,10,,,,,,,,,,,,,,,,,
R_00000000007222,2,1,2,1,1,2,2,1,2,1,,,4,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,,1,,5,,,,
R_00000000007223,1,2,2,1,2,1,2,1,2,1,,3,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,,4,5,,2,,,3,1,,,,,
R_00000000007224,2,1,2,1,1,2,2,1,1,2,,4,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,3,5,2,,1,,4,,,,,,
R_00000000007225,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007226,2,1,1,2,2,1,1,2,1,2,,1,2,4,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000007227,1,2,1,2,2,1,1,2,2,1,,3,,1,2,4,,2,5,12,10,6,,7,,,,,,,9,3,,,,4,8,11,1,,,,,,,,,,,,,
R_00000000007228,1,2,2,1,1,2,2,1,1,2,,2,,,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007229,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007230,1,2,2,1,2,1,2,1,1,2,,3,2,4,1,,,,4,2,6,,8,9,1,12,,,,,11,,10,,,,3,7,5,,,,,,,,,,,,,
R_00000000007231,2,1,2,1,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
R_00000000007232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
R_00000000007233,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007234,1,,1,,,1,1,,,1,,4,1,3,2,,,4,9,3,7,11,,8,,,,,,,6,10,,,,5,1,2,,,,,,,,,,,,,,
R_00000000007235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007236,2,1,2,1,1,2,2,1,1,2,,3,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007237,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007238,1,2,1,2,1,2,1,2,1,2,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000007239,1,2,1,2,2,1,1,2,1,2,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,5,2,,,,,
R_00000000007240,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007241,1,2,2,1,2,1,2,1,1,2,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007242,1,2,1,2,2,1,1,2,1,2,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,4,,1,5,3,,,,,
R_00000000007243,1,,1,,,1,1,,,,,1,3,2,4,,,,,,,,,,,,,,,,,3,,,,,4,1,2,,,,,,,,,,,,,
R_00000000007244,1,2,1,2,2,1,1,2,1,2,,1,3,2,4,,,1,3,4,2,8,,9,,,,,,,11,5,12,,,6,7,10,,,,,,,,,,,,,2,1
R_00000000007245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007246,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007247,1,2,2,1,1,2,2,1,1,2,,,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,1,3,4,5,2,,,,,,,,
R_00000000007248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007249,1,2,2,1,2,1,2,1,2,1,1,,,,,,,,8,6,,10,7,,12,,,2,3,1,5,,11,,,,4,,9,,,,,,,,,,,,,
R_00000000007250,2,1,2,1,1,2,2,1,1,2,,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000007251,1,2,1,2,2,1,2,1,1,2,,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
R_00000000007252,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007253,2,1,2,1,1,2,2,1,1,2,,,,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,5,3,2,,,,
R_00000000007254,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007255,1,2,1,2,1,2,,,1,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,
R_00000000007256,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007257,1,2,2,1,1,2,1,2,2,1,1,,,,,,,12,7,,,6,8,9,,,,,1,11,,4,3,5,,,2,10,,,,,,,,,,,,,,
R_00000000007258,1,2,1,2,2,1,1,2,2,1,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,1,,3,,,,,
R_00000000007259,1,,1,,,1,1,,,,,3,2,1,4,,,7,6,3,1,10,,5,,,,,,,4,2,,,,9,,8,11,,,,,,,,,,,,,
R_00000000007260,2,1,2,1,2,1,,,2,1,,,,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007261,2,1,2,1,1,2,2,1,1,2,,4,,,3,2,1,,,,,,,,,2,5,4,6,,,,1,7,3,,,,,,,,,,,,,,,,,
R_00000000007262,1,2,1,,,1,1,,1,,,1,2,3,4,,,6,3,11,2,12,,8,,,,,,,10,7,,,,1,5,4,9,,,,,,,,,,,,,
R_00000000007263,1,2,2,1,1,2,2,1,1,2,,2,,3,1,,4,9,4,7,1,11,,12,,,3,,,5,,2,,10,6,8,,,,,,,,,,,,,,,,
R_00000000007264,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007265,,1,,1,2,1,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,2,,,,
R_00000000007266,1,,1,,1,,,,1,,,3,,,1,,2,6,7,,,,1,,9,,12,11,,2,5,,,4,,3,8,,10,,,,,,,,,,,,,
R_00000000007267,2,1,1,2,1,,,1,,1,,4,,3,,2,1,9,,12,,,7,,4,11,5,2,3,1,,,6,8,10,,,,,,,,,,,,,,,,,
R_00000000007268,2,1,2,1,1,2,2,1,1,2,,3,4,,,2,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,
R_00000000007269,,,2,1,2,1,2,1,1,2,,3,4,,,2,1,,,,,,1,,5,6,4,2,11,3,,,7,8,9,10,,,12,,,,,,,,,,,,,
R_00000000007270,2,1,2,1,1,2,2,1,1,2,,4,,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,4,5,,,2,,3,,1,,,,
R_00000000007271,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007272,1,,1,,,1,1,,1,,,4,1,3,2,,,12,,6,2,7,,5,1,,,,,,4,9,,,,10,11,8,3,,,,,,,,,,,,,1
R_00000000007273,1,2,1,2,2,1,1,2,,,,,1,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
R_00000000007274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007275,1,2,2,1,1,2,2,1,2,1,,,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000007276,2,1,2,1,1,2,2,1,1,2,,4,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,3,,1,,,,
R_00000000007277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007278,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007279,2,1,2,1,1,2,2,1,2,1,,3,2,,4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007280,1,2,1,2,2,1,1,2,2,1,,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,3,,2,,,,,
R_00000000007281,1,2,1,2,2,1,1,2,2,1,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007282,2,1,2,1,1,2,2,1,1,2,,,,4,3,2,1,,,,3,,5,,6,10,4,9,2,1,,,8,7,11,,,,,,,,,,,,,,,,,
R_00000000007283,1,2,1,2,2,1,1,2,1,2,,2,,3,1,,4,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1
R_00000000007284,2,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007285,1,2,2,1,2,1,1,2,2,1,,1,4,3,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,
R_00000000007286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007287,2,1,1,2,2,1,2,1,1,2,,,2,,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007288,,1,,1,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
R_00000000007289,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000007290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007291,1,2,1,2,2,1,1,2,,,,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,,2,,,,,
R_00000000007292,2,1,2,1,1,2,2,1,1,2,,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007293,2,1,2,1,1,2,2,1,2,1,,4,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,5,,2,,4,,3,,1,,,,
R_00000000007294,2,1,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,
R_00000000007295,,1,,1,1,,,1,1,,,,,,,2,1,,,,,,7,,10,9,6,5,3,2,,,1,4,8,,,,,,,,,,,,,,,,,
R_00000000007296,1,2,1,2,2,1,1,2,1,2,,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,,4,,3,,,,,
R_00000000007297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007298,1,2,1,2,2,1,1,2,2,1,,1,,2,4,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1
R_00000000007299,,1,,1,1,,,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007300,2,1,2,1,1,2,2,1,1,2,,,2,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000007301,,,,,2,1,,,,,,2,3,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007302,2,1,2,1,1,2,2,1,1,,,3,4,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000007303,2,1,2,1,1,2,1,2,2,1,,3,2,,1,,4,12,1,,11,,6,,,10,,,7,,4,,3,,,2,5,8,9,,,,,,,,,,,,,
R_00000000007304,1,2,2,1,1,2,2,1,1,2,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,1,2,3,,,,
R_00000000007305,2,1,2,1,1,2,1,2,1,2,,,3,4,,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,
R_00000000007306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007307,2,1,2,1,1,2,2,1,1,2,,3,,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,2,,5,1,,3,4,,,,,
R_00000000007308,2,1,2,1,1,2,2,1,2,1,,,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000007309,1,2,1,2,2,1,2,1,1,2,,,2,3,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000007310,2,1,2,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
R_00000000007311,1,2,1,2,1,2,1,2,2,1,,2,3,4,1,,,2,,,,,,,,,,,,,,5,,,,1,3,,4,,,,,,,,,,,,,
R_00000000007312,1,,1,,,1,1,,,1,,4,2,1,3,,,4,7,8,10,1,,9,,,,,,,2,6,,,,11,3,12,5,,,,,,,,,,,,,
R_00000000007313,,1,,1,1,,,1,,1,,,1,,,3,2,,,4,,,,,1,,,2,,,,,,3,,,,,,,,,,,,,,,,,1,
